chapter,question,context
46,________ is the field of study that focuses on genes and their expression.,"Genes do not exist in a vacuum . Although we are all biological organisms , we also exist in an environment that is incredibly important in determining not only when and how our genes express themselves , but also in what combination . Each of us represents a unique interaction between our genetic makeup and our environment ; range of reaction is one way to describe this interaction . Range of reaction asserts that our genes set the boundaries within which we can operate , and our environment interacts with the genes to determine where in that range we will fall . For example , if an individual ’ s genetic makeup predisposes her to high levels of intellectual potential and she is reared in a rich , stimulating environment , then she will be more likely to achieve her full potential than if she were raised under conditions of significant deprivation . According to the concept of range of reaction , genes set definite limits on potential , and environment determines how much of that potential is achieved . Some disagree with this theory and argue that genes do not set a limit on a person ’ s potential . Another perspective on the interaction between genes and the environment is the concept of genetic environmental correlation . Stated simply , our genes influence our environment , and our environment influences the expression of our genes ( Figure 3.7 ) . Not only do our genes and environment interact , as in range of reaction , but they also influence one another bidirectionally . For example , the child of an NBA player would probably be exposed to basketball from an early age . Such exposure might allow the child to realize his or her full genetic , athletic potential . Thus , the parents ’ genes , which the child shares , influence the child ’ s environment , and that environment , in turn , is well suited to support the child ’ s genetic potential .  In another approach to gene-environment interactions , the field of epigenetics looks beyond the genotype itself and studies how the same genotype can be expressed in different ways .   In other words , researchers study how the same genotype can lead to very different phenotypes .  As mentioned earlier , gene expression is often influenced by environmental context in ways that are not entirely obvious . For instance , identical twins share the same genetic information ( identical twins develop from a single fertilized egg that split , so the genetic material is exactly the same in each ; in contrast , fraternal twins develop from two different eggs fertilized by different sperm , so the genetic material varies as with non-twin siblings ) . But even with identical genes , there remains an incredible amount of variability in how gene expression can unfold over the course of each twin ’ s life . Sometimes , one twin will develop a disease and the other will not . In one example , Tiffany , an identical twin , died from cancer at age 7 , but her twin , now 19 years old , has never had cancer . Although these individuals share an identical genotype , their phenotypes differ as a result of how that genetic information is expressed over time . The epigenetic perspective is very different from range of reaction , because here the genotype is not fixed and limited . Link to Learning"
46,Humans have ________ pairs of chromosomes.,"Genetic variation , the genetic difference between individuals , is what contributes to a species ’ adaptation to its environment . In humans , genetic variation begins with an egg , about 100 million sperm , and fertilization . Fertile women ovulate roughly once per month , releasing an egg from follicles in the ovary . During the egg's journey from the ovary through the fallopian tubes , to the uterus , a sperm may fertilize an egg . The egg and the sperm each contain 23 chromosomes . Chromosomes are long strings of genetic material known as deoxyribonucleic acid ( DNA ) . DNA is a helix-shaped molecule made up of nucleotide base pairs . In each chromosome , sequences of DNA make up genes that control or partially control a number of visible characteristics , known as traits , such as eye color , hair color , and so on . A single gene may have multiple possible variations , or alleles . An allele is a specific version of a gene . So , a given gene may code for the trait of hair color , and the different alleles of that gene affect which hair color an individual has .  When a sperm and egg fuse , their 23 chromosomes pair up and create a zygote with 23 pairs of chromosomes .  Therefore , each parent contributes half the genetic information carried by the offspring ; the resulting physical characteristics of the offspring ( called the phenotype ) are determined by the interaction of genetic material supplied by the parents ( called the genotype ) . A person ’ s genotype is the genetic makeup of that individual . Phenotype , on the other hand , refers to the individual ’ s inherited physical characteristics , which are a combination of genetic and environmental influences ( Figure 3.4 ) . Most traits are controlled by multiple genes , but some traits are controlled by one gene . A characteristic like cleft chin , for example , is influenced by a single gene from each parent . In this example , we will call the gene for cleft chin “ B , ” and the gene for smooth chin “ b . ” Cleft chin is a dominant trait , which means that having the dominant allele either from one parent ( Bb ) or both parents ( BB ) will always result in the phenotype associated with the dominant allele . When someone has two copies of the same allele , they are said to be homozygous for that allele . When someone has a combination of alleles for a given gene , they are said to be heterozygous . For example , smooth chin is a recessive trait , which means that an individual will only display the smooth chin phenotype if they are homozygous for that recessive allele ( bb ) . Imagine that a woman with a cleft chin mates with a man with a smooth chin . What type of chin will their child have ? The answer to that depends on which alleles each parent carries . If the woman is homozygous for cleft chin ( BB ) , her offspring will always have cleft chin . It gets a little more complicated , however , if the mother is heterozygous for this gene ( Bb ) . Since the father has a smooth chin — therefore homozygous for the recessive allele ( bb ) — we can expect the offspring to have a 50 % chance of having a cleft chin and a 50 % chance of having a smooth chin ( Figure 3.5 ) ."
46,The ________ receive(s) incoming signals from other neurons.,"In healthy individuals , the neuronal signal moves rapidly down the axon to the terminal buttons , where synaptic vesicles release neurotransmitters into the synapse ( Figure 3.9 ) . The synapse is a very small space between two neurons and is an important site where communication between neurons occurs .  Once neurotransmitters are released into the synapse , they travel across the small space and bind with corresponding receptors on the dendrite of an adjacent neuron .  Receptors , proteins on the cell surface where neurotransmitters attach , vary in shape , with different shapes “ matching ” different neurotransmitters . The nucleus of the neuron is located in the soma , or cell body . The soma has branching extensions known as dendrites .  The neuron is a small information processor , and dendrites serve as input sites where signals are received from other neurons .  These signals are transmitted electrically across the soma and down a major extension from the soma known as the axon , which ends at multiple terminal buttons . The terminal buttons contain synaptic vesicles that house neurotransmitters , the chemical messengers of the nervous system ."
46,A(n) ________ facilitates or mimics the activity of a given neurotransmitter system.," Psychoactive drugs can act as agonists or antagonists for a given neurotransmitter system .  Agonists are chemicals that mimic a neurotransmitter at the receptor site and , thus , strengthen its effects . An antagonist , on the other hand , blocks or impedes the normal activity of a neurotransmitter at the receptor . Agonist and antagonist drugs are prescribed to correct the specific neurotransmitter imbalances underlying a person ’ s condition . For example , Parkinson's disease , a progressive nervous system disorder , is associated with low levels of dopamine . Therefore dopamine agonists , which mimic the effects of dopamine by binding to dopamine receptors , are one treatment strategy ."
46,Multiple sclerosis involves a breakdown of the ________.,"Axons range in length from a fraction of an inch to several feet . In some axons , glial cells form a fatty substance known as the myelin sheath , which coats the axon and acts as an insulator , increasing the speed at which the signal travels . The myelin sheath is crucial for the normal operation of the neurons within the nervous system : the loss of the insulation it provides can be detrimental to normal function . To understand how this works , let ’ s consider an example .  Multiple sclerosis ( MS ) , an autoimmune disorder , involves a large-scale loss of the myelin sheath on axons throughout the nervous system .  The resulting interference in the electrical signal prevents the quick transmittal of information by neurons and can lead to a number of symptoms , such as dizziness , fatigue , loss of motor control , and sexual dysfunction . While some treatments may help to modify the course of the disease and manage certain symptoms , there is currently no known cure for multiple sclerosis ."
46,An action potential involves Na+ moving ________ the cell and K+ moving ________ the cell.,"Between signals , the neuron membrane ’ s potential is held in a state of readiness , called the resting potential . Like a rubber band stretched out and waiting to spring into action , ions line up on either side of the cell membrane , ready to rush across the membrane when the neuron goes active and the membrane opens its gates ( i . e . , a sodium-potassium pump that allows movement of ions across the membrane ) . Ions in high-concentration areas are ready to move to low-concentration areas , and positive ions are ready to move to areas with a negative charge .  In the resting state , sodium ( Na + ) is at higher concentrations outside the cell , so it will tend to move into the cell .   Potassium ( K + ) , on the other hand , is more concentrated inside the cell , and will tend to move out of the cell ( Figure 3.10 ) .  In addition , the inside of the cell is slightly negatively charged compared to the outside . This provides an additional force on sodium , causing it to move into the cell . From this resting potential state , the neuron receives a signal and its state changes abruptly ( Figure 3.11 ) . When a neuron receives signals at the dendrites — due to neurotransmitters from an adjacent neuron binding to its receptors — small pores , or gates , open on the neuronal membrane , allowing Na + ions , propelled by both charge and concentration differences , to move into the cell . With this influx of positive ions , the internal charge of the cell becomes more positive . If that charge reaches a certain level , called the threshold of excitation , the neuron becomes active and the action potential begins . Many additional pores open , causing a massive influx of Na + ions and a huge positive spike in the membrane potential , the peak action potential . At the peak of the spike , the sodium gates close and the potassium gates open . As positively charged potassium ions leave , the cell quickly begins repolarization . At first , it hyperpolarizes , becoming slightly more negative than the resting potential , and then it levels off , returning to the resting potential . This positive spike constitutes the action potential : the electrical signal that typically moves from the cell body down the axon to the axon terminals . The electrical signal moves down the axon like a wave ; at each point , some of the sodium ions that enter the cell diffuse to the next section of the axon , raising the charge past the threshold of excitation and triggering a new influx of sodium ions . The action potential moves all the way down the axon to the terminal buttons ."
46,Our ability to make our legs move as we walk across the room is controlled by the ________ nervous system.," The somatic nervous system is associated with activities traditionally thought of as conscious or voluntary .  It is involved in the relay of sensory and motor information to and from the CNS ; therefore , it consists of motor neurons and sensory neurons . Motor neurons , carrying instructions from the CNS to the muscles , are efferent fibers ( efferent means “ moving away from ” ) . Sensory neurons , carrying sensory information to the CNS , are afferent fibers ( afferent means “ moving toward ” ) . Each nerve is basically a two-way superhighway , containing thousands of axons , both efferent and afferent ."
46,"If your ________ is activated, you will feel relatively at ease."," Once the threat has been resolved , the parasympathetic nervous system takes over and returns bodily functions to a relaxed state .  Our hunter ’ s heart rate and blood pressure return to normal , his pupils constrict , he regains control of his bladder , and the liver begins to store glucose in the form of glycogen for future use . These processes are associated with activation of the parasympathetic nervous system . 3.4 The Brain and Spinal Cord Learning Objectives By the end of this section , you will be able to : The autonomic nervous system controls our internal organs and glands and is generally considered to be outside the realm of voluntary control . It can be further subdivided into the sympathetic and parasympathetic divisions ( Figure 3.14 ) .  The sympathetic nervous system is involved in preparing the body for stress-related activities ; the parasympathetic nervous system is associated with returning the body to routine , day-to-day operations .  The two systems have complementary functions , operating in tandem to maintain the body ’ s homeostasis . Homeostasis is a state of equilibrium , in which biological conditions ( such as body temperature ) are maintained at optimal levels ."
46,The central nervous system is comprised of ________.,"The nervous system can be divided into two major subdivisions : the central nervous system ( CNS ) and the peripheral nervous system ( PNS ) , shown in Figure 3.13 .  The CNS is comprised of the brain and spinal cord ; the PNS connects the CNS to the rest of the body .  In this section , we focus on the peripheral nervous system ; later , we look at the brain and spinal cord ."
46,Sympathetic activation is associated with ________.,"The sympathetic nervous system is activated when we are faced with stressful or high-arousal situations . The activity of this system was adaptive for our ancestors , increasing their chances of survival . Imagine , for example , that one of our early ancestors , out hunting small game , suddenly disturbs a large bear with her cubs .  At that moment , his body undergoes a series of changes — a direct function of sympathetic activation — preparing him to face the threat .   His pupils dilate , his heart rate and blood pressure increase , his bladder relaxes , his liver releases glucose , and adrenaline surges into his bloodstream .  This constellation of physiological changes , known as the fight or flight response , allows the body access to energy reserves and heightened sensory capacity so that it might fight off a threat or run away to safety ."
46,"The ________ is a sensory relay station where all sensory information, except for smell, goes before being sent to other areas of the brain for further processing.","Other Areas of the Forebrain Other areas of the forebrain , located beneath the cerebral cortex , include the thalamus and the limbic system .  The thalamus is a sensory relay for the brain .  All of our senses , with the exception of smell , are routed through the thalamus before being directed to other areas of the brain for processing ( Figure 3.22 ) ."
46,"Damage to the ________ disrupts one’s ability to comprehend language, but it leaves one’s ability to produce words intact.","The temporal lobe is located on the side of the head ( temporal means “ near the temples ” ) , and is associated with hearing , memory , emotion , and some aspects of language . The auditory cortex , the main area responsible for processing auditory information , is located within the temporal lobe .  Wernicke ’ s area , important for speech comprehension , is also located here .  Whereas individuals with damage to Broca ’ s area have difficulty producing language , those with damage to Wernicke ’ s area can produce sensible language , but they are unable to understand it ( Figure 3.21 ) ."
46,A(n) ________ uses magnetic fields to create pictures of a given tissue.," In magnetic resonance imaging ( MRI ) , a person is placed inside a machine that generates a strong magnetic field .  The magnetic field causes the hydrogen atoms in the body ’ s cells to move . When the magnetic field is turned off , the hydrogen atoms emit electromagnetic signals as they return to their original positions . Tissues of different densities give off different signals , which a computer interprets and displays on a monitor . Functional magnetic resonance imaging ( fMRI ) operates on the same principles , but it shows changes in brain activity over time by tracking blood flow and oxygen levels . The fMRI provides more detailed images of the brain ’ s structure , as well as better accuracy in time , than is possible in PET scans ( Figure 3.28 ) . With their high level of detail , MRI and fMRI are often used to compare the brains of healthy individuals to the brains of individuals diagnosed with psychological disorders . This comparison helps determine what structural and functional differences exist between these populations ."
46,The two major hormones secreted from the pancreas are:,"The adrenal glands sit atop our kidneys and secrete hormones involved in the stress response , such as epinephrine ( adrenaline ) and norepinephrine ( noradrenaline ) .  The pancreas is an internal organ that secretes hormones that regulate blood sugar levels : insulin and glucagon .  These pancreatic hormones are essential for maintaining stable levels of blood sugar throughout the day by lowering blood glucose levels ( insulin ) or raising them ( glucagon ) . People who suffer from diabetes do not produce enough insulin ; therefore , they must take medications that stimulate or replace insulin production , and they must closely control the amount of sugars and carbohydrates they consume . The gonads secrete sexual hormones , which are important in reproduction , and mediate both sexual motivation and behavior . The female gonads are the ovaries ; the male gonads are the testes . Ovaries secrete estrogens and progesterone , and the testes secrete androgens , such as testosterone . Dig Deeper Athletes and Anabolic Steroids Although it is against Federal laws and many professional athletic associations ( The National Football League , for example ) have banned their use , anabolic steroid drugs continue to be used by amateur and professional athletes . The drugs are believed to enhance athletic performance . Anabolic steroid drugs mimic the effects of the body ’ s own steroid hormones , like testosterone and its derivatives . These drugs have the potential to provide a competitive edge by increasing muscle mass , strength , and endurance , although not all users may experience these results . Moreover , use of performance-enhancing drugs ( PEDs ) does not come without risks . Anabolic steroid use has been linked with a wide variety of potentially negative outcomes , ranging in severity from largely cosmetic ( acne ) to life threatening ( heart attack ) . Furthermore , use of these substances can result in profound changes in mood and can increase aggressive behavior ( National Institute on Drug Abuse , 2001 ) . Baseball player Alex Rodriguez ( A-Rod ) has been at the center of a media storm regarding his use of illegal PEDs . Rodriguez ’ s performance on the field was unparalleled while using the drugs ; his success played a large role in negotiating a contract that made him the highest paid player in professional baseball . Although Rodriguez maintains that he has not used PEDs for the several years , he received a substantial suspension in 2013 that , if upheld , will cost him more than 20 million dollars in earnings ( Gaines , 2013 ) . What are your thoughts on athletes and doping ? Why or why not should the use of PEDs be banned ? What advice would you give an athlete who was considering using PEDs ?"
46,The ________ secretes messenger hormones that direct the function of the rest of the endocrine glands.,"Major Glands The pituitary gland descends from the hypothalamus at the base of the brain , and acts in close association with it .  The pituitary is often referred to as the “ master gland ” because its messenger hormones control all the other glands in the endocrine system , although it mostly carries out instructions from the hypothalamus .  In addition to messenger hormones , the pituitary also secretes growth hormone , endorphins for pain relief , and a number of key hormones that regulate fluid levels in the body .  Hormones are involved in regulating all sorts of bodily functions , and they are ultimately controlled through interactions between the hypothalamus ( in the central nervous system ) and the pituitary gland ( in the endocrine system ) .  Imbalances in hormones are related to a number of disorders . This section explores some of the major glands that make up the endocrine system and the hormones secreted by these glands ."
46,The ________ gland secretes epinephrine.," The adrenal glands sit atop our kidneys and secrete hormones involved in the stress response , such as epinephrine ( adrenaline ) and norepinephrine ( noradrenaline ) .  The pancreas is an internal organ that secretes hormones that regulate blood sugar levels : insulin and glucagon . These pancreatic hormones are essential for maintaining stable levels of blood sugar throughout the day by lowering blood glucose levels ( insulin ) or raising them ( glucagon ) . People who suffer from diabetes do not produce enough insulin ; therefore , they must take medications that stimulate or replace insulin production , and they must closely control the amount of sugars and carbohydrates they consume . The gonads secrete sexual hormones , which are important in reproduction , and mediate both sexual motivation and behavior . The female gonads are the ovaries ; the male gonads are the testes . Ovaries secrete estrogens and progesterone , and the testes secrete androgens , such as testosterone . Dig Deeper Athletes and Anabolic Steroids Although it is against Federal laws and many professional athletic associations ( The National Football League , for example ) have banned their use , anabolic steroid drugs continue to be used by amateur and professional athletes . The drugs are believed to enhance athletic performance . Anabolic steroid drugs mimic the effects of the body ’ s own steroid hormones , like testosterone and its derivatives . These drugs have the potential to provide a competitive edge by increasing muscle mass , strength , and endurance , although not all users may experience these results . Moreover , use of performance-enhancing drugs ( PEDs ) does not come without risks . Anabolic steroid use has been linked with a wide variety of potentially negative outcomes , ranging in severity from largely cosmetic ( acne ) to life threatening ( heart attack ) . Furthermore , use of these substances can result in profound changes in mood and can increase aggressive behavior ( National Institute on Drug Abuse , 2001 ) . Baseball player Alex Rodriguez ( A-Rod ) has been at the center of a media storm regarding his use of illegal PEDs . Rodriguez ’ s performance on the field was unparalleled while using the drugs ; his success played a large role in negotiating a contract that made him the highest paid player in professional baseball . Although Rodriguez maintains that he has not used PEDs for the several years , he received a substantial suspension in 2013 that , if upheld , will cost him more than 20 million dollars in earnings ( Gaines , 2013 ) . What are your thoughts on athletes and doping ? Why or why not should the use of PEDs be banned ? What advice would you give an athlete who was considering using PEDs ?"
46,The ________ secretes hormones that regulate the body’s fluid levels.,"Major Glands The pituitary gland descends from the hypothalamus at the base of the brain , and acts in close association with it . The pituitary is often referred to as the “ master gland ” because its messenger hormones control all the other glands in the endocrine system , although it mostly carries out instructions from the hypothalamus .  In addition to messenger hormones , the pituitary also secretes growth hormone , endorphins for pain relief , and a number of key hormones that regulate fluid levels in the body . "
47,The energy currency used by cells is ________.,"A living cell cannot store significant amounts of free energy . Excess free energy would result in an increase of heat in the cell , which would result in excessive thermal motion that could damage and then destroy the cell . Rather , a cell must be able to handle that energy in a way that enables the cell to store energy safely and release it for use only as needed . Living cells accomplish this by using the compound adenosine triphosphate ( ATP ) .  ATP is often called the “ energy currency ” of the cell , and , like currency , this versatile compound can be used to fill any energy need of the cell .  How ? It functions similarly to a rechargeable battery ."
47,A reducing chemical reaction ________.,"Energy production within a cell involves many coordinated chemical pathways . Most of these pathways are combinations of oxidation and reduction reactions . Oxidation and reduction occur in tandem .  An oxidation reaction strips an electron from an atom in a compound , and the addition of this electron to another compound is a reduction reaction .  Because oxidation and reduction usually occur together , these pairs of reactions are called oxidation reduction reactions , or redox reactions . Electrons and Energy"
47,"During the second half of glycolysis, what occurs?"," The last step in glycolysis will not occur if pyruvate kinase , the enzyme that catalyzes the formation of pyruvate , is not available in sufficient quantities .   In this situation , the entire glycolysis pathway will proceed , but only two ATP molecules will be made in the second half .  Thus , pyruvate kinase is a rate-limiting enzyme for glycolysis . 7.3 Oxidation of Pyruvate and the Citric Acid Cycle Learning Objectives By the end of this section , you will be able to : So far , glycolysis has cost the cell two ATP molecules and produced two small , three-carbon sugar molecules .  Both of these molecules will proceed through the second half of the pathway , and sufficient energy will be extracted to pay back the two ATP molecules used as an initial investment and produce a profit for the cell of two additional ATP molecules and two even higher-energy NADH molecules . "
47,What is removed from pyruvate during its conversion into an acetyl group?,"The first reaction is catalyzed by pyruvate decarboxylase , a cytoplasmic enzyme , with a coenzyme of thiamine pyrophosphate ( TPP , derived from vitamin B 1 and also called thiamine ) . A carboxyl group is removed from pyruvic acid , releasing carbon dioxide as a gas .  The loss of carbon dioxide reduces the size of the molecule by one carbon , making acetaldehyde .  The second reaction is catalyzed by alcohol dehydrogenase to oxidize NADH to NAD + and reduce acetaldehyde to ethanol . The fermentation of pyruvic acid by yeast produces the ethanol found in alcoholic beverages . Ethanol tolerance of yeast is variable , ranging from about 5 percent to 21 percent , depending on the yeast strain and environmental conditions . Step 1 .  A carboxyl group is removed from pyruvate , releasing a molecule of carbon dioxide into the surrounding medium .  The result of this step is a two-carbon hydroxyethyl group bound to the enzyme ( pyruvate dehydrogenase ) . This is the first of the six carbons from the original glucose molecule to be removed . This step proceeds twice ( remember : there are two pyruvate molecules produced at the end of glycolsis ) for every molecule of glucose metabolized ; thus , two of the six carbons will have been removed at the end of both steps ."
47,What do the electrons added to NAD+ do?,"Here again is a potential limiting factor for this pathway . The continuation of the reaction depends upon the availability of the oxidized form of the electron carrier , NAD + .  Thus , NADH must be continuously oxidized back into NAD + in order to keep this step going .   If NAD + is not available , the second half of glycolysis slows down or stops .   If oxygen is available in the system , the NADH will be oxidized readily , though indirectly , and the high-energy electrons from the hydrogen released in this process will be used to produce ATP .  In an environment without oxygen , an alternate pathway ( fermentation ) can provide the oxidation of NADH to NAD + . Step 6 .  The sixth step in glycolysis ( Figure 7.7 ) oxidizes the sugar ( glyceraldehyde - 3 - phosphate ) , extracting high-energy electrons , which are picked up by the electron carrier NAD + , producing NADH .  The sugar is then phosphorylated by the addition of a second phosphate group , producing 1,3- bisphosphoglycerate . Note that the second phosphate group does not require another ATP molecule ."
47,GTP or ATP is produced during the conversion of ________.,"Step 5 . In step five , a phosphate group is substituted for coenzyme A , and a high-energy bond is formed .  This energy is used in substrate-level phosphorylation ( during the conversion of the succinyl group to succinate ) to form either guanine triphosphate ( GTP ) or ATP .  There are two forms of the enzyme , called isoenzymes , for this step , depending upon the type of animal tissue in which they are found . One form is found in tissues that use large amounts of ATP , such as heart and skeletal muscle . This form produces ATP . The second form of the enzyme is found in tissues that have a high number of anabolic pathways , such as liver . This form produces GTP . GTP is energetically equivalent to ATP ; however , its use is more restricted . In particular , protein synthesis primarily uses GTP ."
47,How many NADH molecules are produced on each turn of the citric acid cycle?,"Two carbon atoms come into the citric acid cycle from each acetyl group , representing four out of the six carbons of one glucose molecule . Two carbon dioxide molecules are released on each turn of the cycle ; however , these do not necessarily contain the most recently added carbon atoms . The two acetyl carbon atoms will eventually be released on later turns of the cycle ; thus , all six carbon atoms from the original glucose molecule are eventually incorporated into carbon dioxide .  Each turn of the cycle forms three NADH molecules and one FADH 2 molecule .  These carriers will connect with the last portion of aerobic respiration to produce ATP molecules . One GTP or ATP is also made in each cycle . Several of the intermediate compounds in the citric acid cycle can be used in synthesizing non-essential amino acids ; therefore , the cycle is amphibolic ( both catabolic and anabolic ) . 7.4 Oxidative Phosphorylation Learning Objectives By the end of this section , you will be able to :"
47,What compound receives electrons from NADH?," To start , two electrons are carried to the first complex aboard NADH .   This complex , labeled I , is composed of flavin mononucleotide ( FMN ) and an iron-sulfur ( Fe-S ) - containing protein .  FMN , which is derived from vitamin B 2 , also called riboflavin , is one of several prosthetic groups or co-factors in the electron transport chain . A prosthetic group is a non-protein molecule required for the activity of a protein . Prosthetic groups are organic or inorganic , non-peptide molecules bound to a protein that facilitate its function ; prosthetic groups include co-enzymes , which are the prosthetic groups of enzymes . The enzyme in complex I is NADH dehydrogenase and is a very large protein , containing 45 amino acid chains . Complex I can pump four hydrogen ions across the membrane from the matrix into the intermembrane space , and it is in this way that the hydrogen ion gradient is established and maintained between the two compartments separated by the inner mitochondrial membrane ."
47,Chemiosmosis involves ________.," In chemiosmosis , the free energy from the series of redox reactions just described is used to pump hydrogen ions ( protons ) across the membrane .  The uneven distribution of H + ions across the membrane establishes both concentration and electrical gradients ( thus , an electrochemical gradient ) , owing to the hydrogen ions ’ positive charge and their aggregation on one side of the membrane ."
47,Which of the following fermentation methods can occur in animal skeletal muscles?," The fermentation method used by animals and certain bacteria , like those in yogurt , is lactic acid fermentation ( Figure 7.14 ) .   This type of fermentation is used routinely in mammalian red blood cells and in skeletal muscle that has an insufficient oxygen supply to allow aerobic respiration to continue ( that is , in muscles used to the point of fatigue ) .  In muscles , lactic acid accumulation must be removed by the blood circulation and the lactate brought to the liver for further metabolism . The chemical reactions of lactic acid fermentation are the following :"
47,A major connection for sugars in glycolysis is ________.,"Step 2 .  In the second step of glycolysis , an isomerase converts glucose - 6 - phosphate into one of its isomers , fructose - 6 - phosphate .  An isomerase is an enzyme that catalyzes the conversion of a molecule into one of its isomers .  ( This change from phosphoglucose to phosphofructose allows the eventual split of the sugar into two three-carbon molecules .  ) . Step 1 .  The first step in glycolysis ( Figure 7.6 ) is catalyzed by hexokinase , an enzyme with broad specificity that catalyzes the phosphorylation of six-carbon sugars .   Hexokinase phosphorylates glucose using ATP as the source of the phosphate , producing glucose - 6 - phosphate , a more reactive form of glucose .  This reaction prevents the phosphorylated glucose molecule from continuing to interact with the GLUT proteins , and it can no longer leave the cell because the negatively charged phosphate will not allow it to cross the hydrophobic interior of the plasma membrane ."
47,Beta-oxidation is ________.,"Triglycerides are a form of long-term energy storage in animals . Triglycerides are made of glycerol and three fatty acids . Animals can make most of the fatty acids they need . Triglycerides can be both made and broken down through parts of the glucose catabolism pathways . Glycerol can be phosphorylated to glycerol - 3 - phosphate , which continues through glycolysis .  Fatty acids are catabolized in a process called beta-oxidation that takes place in the matrix of the mitochondria and converts their fatty acid chains into two carbon units of acetyl groups .  The acetyl groups are picked up by CoA to form acetyl CoA that proceeds into the citric acid cycle ."
47,The effect of high levels of ADP is to ________.,"Step 3 . The third step is the phosphorylation of fructose - 6 - phosphate , catalyzed by the enzyme phosphofructokinase . A second ATP molecule donates a high-energy phosphate to fructose - 6 - phosphate , producing fructose -1,6- bi sphosphate .  In this pathway , phosphofructokinase is a rate-limiting enzyme .   It is active when the concentration of ADP is high ; it is less active when ADP levels are low and the concentration of ATP is high .  Thus , if there is “ sufficient ” ATP in the system , the pathway slows down . This is a type of end product inhibition , since ATP is the end product of glucose catabolism ."
47,The control of which enzyme exerts the most control on glycolysis?," Phosphofructokinase is the main enzyme controlled in glycolysis .  High levels of ATP , citrate , or a lower , more acidic pH decrease the enzyme ’ s activity . An increase in citrate concentration can occur because of a blockage in the citric acid cycle . Fermentation , with its production of organic acids like lactic acid , frequently accounts for the increased acidity in a cell ; however , the products of fermentation do not typically accumulate in cells ."
48,Which of the following statements about blood is true?,"The normal temperature of blood is slightly higher than normal body temperature — about 38 ° C ( or 100.4 ° F ) , compared to 37 ° C ( or 98.6 ° F ) for an internal body temperature reading , although daily variations of 0.5 ° C are normal . Although the surface of blood vessels is relatively smooth , as blood flows through them , it experiences some friction and resistance , especially as vessels age and lose their elasticity , thereby producing heat . This accounts for its slightly higher temperature .  The pH of blood averages about 7.4 ; however , it can range from 7.35 to 7.45 in a healthy person .  Blood is therefore somewhat more basic ( alkaline ) on a chemical scale than pure water , which has a pH of 7.0 . Blood contains numerous buffers that actually help to regulate pH .  Blood is viscous and somewhat sticky to the touch .   It has a viscosity approximately five times greater than water .  Viscosity is a measure of a fluid ’ s thickness or resistance to flow , and is influenced by the presence of the plasma proteins and formed elements within the blood . The viscosity of blood has a dramatic impact on blood pressure and flow . Consider the difference in flow between water and honey . The more viscous honey would demonstrate a greater resistance to flow than the less viscous water . The same principle applies to blood ."
48,Which of the following statements about albumin is true?," Albumin is the most abundant of the plasma proteins .  Manufactured by the liver , albumin molecules serve as binding proteins — transport vehicles for fatty acids and steroid hormones . Recall that lipids are hydrophobic ; however , their binding to albumin enables their transport in the watery plasma . Albumin is also the most significant contributor to the osmotic pressure of blood ; that is , its presence holds water inside the blood vessels and draws water from the tissues , across blood vessel walls , and into the bloodstream . This in turn helps to maintain both blood volume and blood pressure . Albumin normally accounts for approximately 54 percent of the total plasma protein content , in clinical levels of 3.5 – 5.0 g / dL blood ."
48,Which of the following plasma proteins is not produced by the liver?,"The least abundant plasma protein is fibrinogen .  Like albumin and the alpha and beta globulins , fibrinogen is produced by the liver .  It is essential for blood clotting , a process described later in this chapter . Fibrinogen accounts for about 7 percent of the total plasma protein volume , in clinical levels of 0.2 – 0.45 g / dL blood . The second most common plasma proteins are the globulins . A heterogeneous group , there are three main subgroups known as alpha , beta , and gamma globulins . The alpha and beta globulins transport iron , lipids , and the fat-soluble vitamins A , D , E , and K to the cells ; like albumin , they also contribute to osmotic pressure . The gamma globulins are proteins involved in immunity and are better known as an antibodies or immunoglobulins .  Although other plasma proteins are produced by the liver , immunoglobulins are produced by specialized leukocytes known as plasma cells .  ( Seek additional content for more information about immunoglobulins . ) Globulins make up approximately 38 percent of the total plasma protein volume , in clinical levels of 1.0 – 1.5 g / dL blood ."
48,Which of the formed elements arise from myeloid stem cells?," Myeloid stem cells give rise to all the other formed elements , including the erythrocytes ; megakaryocytes that produce platelets ; and a myeloblast lineage that gives rise to monocytes and three forms of granular leukocytes : neutrophils , eosinophils , and basophils . "
48,Interleukins are associated primarily with which of the following?,"Interleukins are another class of cytokine signaling molecules important in hemopoiesis . They were initially thought to be secreted uniquely by leukocytes and to communicate only with other leukocytes , and were named accordingly , but are now known to be produced by a variety of cells including bone marrow and endothelium .  Researchers now suspect that interleukins may play other roles in body functioning , including differentiation and maturation of cells , producing immunity and inflammation .  To date , more than a dozen interleukins have been identified , with others likely to follow . They are generally numbered IL - 1 , IL - 2 , IL - 3 , etc ."
