chapter,questions,label
418,which of the following is true about the rays of light?,0
418,a sheet of sand is a,0
419,electromagnetic waves vary in their,1
419,microwaves are used for,1
419,radar is used for,1
419,which of the following is true about radio waves?,0
419,"in police radar, a",0
419,which statement about the spectrum is true?,0
419,what is the first step in a cell phone call?,0
419,which of the following is an example of a radio frequency?,0
419,which of the following is true?,0
420,a real image,1
420,a virtual image,1
420,"Because of its shape, a sphere",0
420,which of the following is true?,0
420,mirrors are typically made of,0
420,a sphere of light has a,0
421,which of the following is a correct rule for naming molecular compounds?,1
421,which of the following is a property of most molecular compounds?,1
421,The boiling point of water is,0
421,what is an example of a chemical reaction?,0
421,which of the following is a chemical element?,0
421,which of the following is a rule for naming simple covalent compounds?,0
422,factors that determine an objects momentum include its,1
422,"to calculate an objects momentum, you would use the formula",1
422,what is the equation for calculating momentum?,0
422,a saturns velocity is,0
422,how much weight does a skateboarder have?,0
422,how will he gain momentum as he starts moving down the ramp?,0
423,"when instruments change the frequency of sound waves, the sound changes",1
423,categories of musical instruments include,1
423,which of the following is a percussion instrument?,0
423,what is the definition of resonance?,0
423,which of the following is true about a musical instrument?,0
423,which of the following is true about instruments?,0
424,what was the first step in the development of solar car technology?,1
424,"if you live in a remote location, you may need a new part for your",0
424,new technologies may have major impacts on,0
425,the mass of a neutron is close to the mass of,1
425,each neutron contains,1
425,the zero stands for,0
425,which of the following isotopes is a carbon isotope?,0
425,which of the following isotopes of carbon is a nuclear isotope,0
425,which of the following is a protons atom?,0
426,"without an unbalanced force acting on it, a moving object will",1
426,what is the position of the skateboard?,0
426,the tendency of an object to resist a change in its motion is called,0
427,factors that affect the acceleration of an object include the,1
427,"which equation shows the relationships among acceleration, mass, and net force?",1
427,"in an inverse relationship, when one variable increases, the other variable decreases.",0
427,"Whenever an object speeds up, slows down, or changes direction, it",0
427,the law of motion states that the acceleration of an object equals the,0
427,a tonne of force is,0
428,the reaction to an action is always,1
428,what is the effect of leaning on a wall?,0
428,which of the following is true?,0
429,noble gases include,1
429,all noble gases are,1
429,which of the following is used to fill the glass tubes of lighted signs?,0
429,what chemical compound gives off blue light?,0
429,noble gases have,0
429,the number of valence electrons in an element in a group starts at,0
430,the fuel used in nuclear power plants is,1
430,what is missing from the following nuclear equation for the fissioning of uranium-235? kr + ba + ? + energy 235 141,1
430,the reaction is controlled by,0
430,what is the main purpose of a turbine?,0
430,what causes a turbine to spin?,0
430,"if you start a pile of wood burning, the heat produced by the burning wood will",0
431,nuclear fusion occurs inside,1
431,fusion of two hydrogen nuclei produces,1
431,a neutron releases,0
431,"in nuclear fusion, two or more small nuclei combine to form a single,",0
431,how does the systole function work?,0
431,what is the main reason plasma reacts to magnetism?,0
432,nitrogen bases in dna include,1
432,functions of rna include,1
432,which of the following is a class of compounds?,0
432,which of the following is true about hydrogen bonds?,0
432,which statement about rna is true?,0
432,which of the following is a sugar?,0
433,which of the following properties characterizes bases?,1
433,examples of acids include,1
433,which of the following is a base for a disinfectant?,0
433,how do caves form?,0
433,the strength of acids and bases is measured on a scale called the,0
433,which of the following is true about acids and bases?,0
434,the products of photosynthesis include,1
434,organisms that undergo photosynthesis include,1
434,most of the energy used by living things comes from,0
434,what is the best way for organisms to get glucose?,0
434,what is the process by which plants make their own glucose?,0
434,chemical energy is stored in the bonds of,0
435,the slope of a position-time graph can be used to find the moving objects,1
435,what is the formula for calculating the average velocity of a moving object?,1
435,a position-time graph shows,0
435,the average velocity between 0 seconds and 5 seconds is,0
435,the slope of a line is,0
435,"if the slope of a graph is zero, then the velocity is",0
436,a person or object may have stored energy because of its,1
436,an objects potential energy due to gravity depends on its,1
436,"because a diver is high above the water, she has the potential to",0
436,which of the following is a chemical energy source?,0
436,"when a tornado hits a building,",0
436,the childs gravitational potential energy is,0
437,"compared with a less powerful device, a more powerful device can do",1
437,"if a microwave does 3000 j of work in 3 seconds, its power is",1
437,"if you know power and time, you can calculate work with the equation",1
437,which of the following is a benefit of a tractor?,0
437,horsepower is measured in,0
437,a high-power microwave oven can cook more food in the same time or the same amount,0
437,the trawler provides,0
437,which of the following is a measure of power?,0
437,what is the difference between a compact fluorescent light bulb and a compact fluorescent light bulb?,0
438,"to hit the bulls eye of a target, you have to aim an arrow",1
438,"when an arrow is shot from a bow, forces acting on the arrow include the",1
438,which of the following is true about a cannon?,0
438,the arrow is pulled down by,0
438,which of the following is true?,0
438,the two forces combined will cause the arrow to,0
439,"when acids react with metals, they produce",1
439,which statement about ph is true?,1
439,acids can conduct electricity when dissolved in,0
439,hydrochloric acid reacts with,0
439,which of the following is a neutral ionic compound called a salt?,0
439,which of the following is true?,0
440,the strongest bases have ph values close to,1
440,if you place a few drops of a base on a strip of red lit,0
440,which of the following is true about acids and bases?,0
441,properties of electromagnetic waves include,1
441,the highest-frequency electromagnetic waves,1
441,which equation shows the relationship of wave speed to wavelength and wave frequency?,1
441,electromagnetic waves travel at the same speed across space.,0
441,the number of waves that pass a fixed point in a given amount of time.,0
441,which equation is used to find the frequency of an electromagnetic wave?,0
441,electromagnetic waves travel at the same speed through space.,0
441,the universe is known to travel,0
441,the equation for wave speed can be rewritten as,0
442,elements that make up proteins include,1
442,examples of proteins by function include,1
442,which of the following is true?,0
442,which of the following is true about a protein?,0
442,which of the following is true about proteins?,0
442,which of the following is a way to get a picture of a sand,0
443,"in the sun, protons of hydrogen atoms",1
443,the atoms of different elements have,1
443,what are protons made of?,1
443,the suns energy is the result of,0
443,which of the following is true about hydrogen protons?,0
443,which of the following is a particle of matter?,0
443,which of the following is a down quark?,0
443,which of the following is true about a proton?,0
443,which of the following is a way to get a picture of a sand,0
444,a flagpole pulley is a,1
444,which type(s) of pulley can have a mechanical advantage greater than 2?,1
444,what is the role of a pulley?,0
444,a single moveable pulley is a,0
444,the ideal mechanical advantage of a pulley is equal to the number of,0
444,the ideal mechanical advantage of a machine is its,0
445,radio waves vary in frequency from,1
445,am radio waves,1
445,in tv broadcasts,1
445,the range of frequencies of radio waves is,0
445,radio waves are sent through the atmosphere from a,0
445,AM waves reflect off a layer of the upper atmosphere called,0
445,what is the role of a radio receiver?,0
445,radio waves cannot reach,0
445,the full range of wavelengths of electromagnetic waves is called the,0
446,energy is emitted by a nucleus when it undergoes,1
446,what is the radioactive element that undergoes alpha decay?,0
446,radioactive decay includes,0
447,atoms of each element have a unique number of,1
447,nuclei may be unstable if they have,1
447,which of the following elements are radioactive?,1
447,what is the relationship between a metal and a metal?,0
447,Becquerel wanted to see if the glow was caused by,0
447,Her work on a molecule was awarded,0
447,radioactivity was discovered in,0
447,which of the following is true about the nucleus of a nuclear element?,0
447,atoms of different elements have different numbers of,0
448,the nucleus that is most likely to be unstable is the nucleus that has,1
448,elements with more than 92 protons have,0
448,carbon atoms have,0
449,any substance that starts a chemical reaction is called a,1
449,any substance that results from a chemical reaction is called a,1
449,products of a combustion reaction include,1
449,which of the following is true?,0
449,what is the chemical structure of water?,0
449,which of the following is true about chemical differences?,0
449,"when a candle burns, the reactants are",0
449,what is the chemical equation for the reaction that occurs when a fuel burns?,0
449,which of the following is a chemical equation?,0
450,signs that a chemical reaction has occurred include a change in,1
450,which of the following is a sign of a chemical reaction?,1
450,what is the name of a solid?,0
450,which of the following is a sign that one or more chemical reactions have taken place?,0
450,a chemical reaction can cause,0
450,a gas bubble is a sign of a chemical reaction.,0
451,"in rutherfords experiments, most of the alpha particles",1
451,"from his results, rutherford concluded that the positive charge of an atom is",1
451,what can you infer from these observations?,0
451,which of the following is true about the electron?,0
451,the atom is represented by the,0
451,Rutherford was a scientist who,0
452,the melting points of saturated hydrocarbons are determined mainly by their number of,1
452,which saturated hydrocarbon has the chemical formula c2h6?,1
452,which saturated hydrocarbon has eight carbon atoms?,1
452,which of the following is a gas?,0
452,"in the structural formula, each dash represents a single covalent bond.",0
452,which statement about a branched-chain molecule is true?,0
452,which of the following is true about alkanes?,0
452,which of the following is a saturated hydrocarbon?,0
452,what is the backbone of a molecule?,0
453,types of graphs include,1
453,tornadoes,0
453,the bars of a graph would be,0
454,basic concepts in chemistry include,1
454,"in a chemical reaction, atoms or molecules of certain types of matter combine chemically",0
454,which of the following is a metal that forms when copper undergoes a chemical reaction,0
455,important physics concepts include,1
455,which of the following is an example of a force?,1
455,which of the following is a form of energy?,1
455,which of the following is an example of a force?,0
455,examples of matter and energy interacting are shown in,0
455,what is the main energy source of an incandescent light bulb?,0
455,the universe is concerned with,0
455,what is the study of everything?,0
455,which of the following is true about images?,0
456,significant figures for a measurement always include,1
456,which of the following is a correct rule for counting significant figures?,1
456,what is the amount of blue liquid in a beaker?,0
456,which of the following is done when one or more ending digits are dropped to get the,0
456,which of the following is a significant number?,0
456,the number 106 is significant because,0
457,the output distance of a machine is always,1
457,machines that increase the distance over which force is applied include,1
457,which of the following is true?,0
457,what is the basic structure of a car?,0
457,which of the following is a type of simple machine?,0
457,which of the following is true?,0
458,sound waves are,1
458,materials that tend to absorb rather than transmit sound waves include,1
458,the jar of ice cream was filled with ice and poured into a,0
458,sound is the transfer of energy from a vibrating object in waves that travel through matter.,0
458,which of the following is a part of the symphony?,0
458,which of the following is true?,0
459,objects that produce light by incandescence include,1
459,substances that produce light by electroluminescence include,1
459,what is the process of illumination?,0
459,light is produced by,0
459,which of the following produces light?,0
459,which of the following is a characteristic of a jellyfish?,0
460,the si unit for speed is,1
460,"if you know your average speed and how long you have been traveling, then you can calculate your distance with the formula",1
460,"to calculate the amount of time it takes to travel a given distance at a certain speed, you would use the formula",1
460,speed is,0
460,how do you calculate the average speed of a car trip?,0
460,the SI unit for speed is,0
460,how fast or slow a thing moves is called,0
460,what is the fastest way to get to a city?,0
460,a teris speed is,0
461,"during a rainstorm, negative charges become concentrated at the",1
461,the sudden flow of electrons is called,0
461,static electricity is discharged as,0
462,"in deep water, how do particles of water move when a surface wave passes through them?",1
462,why do surface waves break along the shore?,1
462,a longitudinal wave,0
462,what is the best place to catch a wave?,0
462,what is the best way to catch a wave?,0
462,what is the role of moving air molecules in ocean water?,0
463,physical constraints on technological design include,1
463,what is the purpose of a kite?,0
463,a kite will only fly if its shape,0
464,how did the industrial revolution affect society?,1
464,what is the main reason that new technologies are used?,0
464,which of the following is a steam engine?,0
465,good thermal insulators include,1
465,thermal conduction occurs when particles of warmer matter bump into particles of cooler matter and transfer some of,0
465,which of the following is a practical use of thermal insulation?,0
466,the thermal energy of matter depends on its,1
466,the amount of water in a pore is,0
466,which of the following is true about ice?,0
467,examples of thermal radiation include thermal energy traveling through,1
467,no matter is required to transfer thermal energy by,1
467,thermal radiation is the transfer of thermal energy by,0
467,thermal energy from a bonfire is transferred to the hands by,0
467,which of the following is true?,0
467,the areas that are yellow are the areas where the greatest amount of thermal energy is radiating from,0
468,thomson thought that the positive charges in an atom were,1
468,what was the first name for the particles?,0
468,the mass of the particles in the atoms that made up the atoms was,0
469,ways that matter can become electrically charged include,1
469,conduction occurs when you,1
469,"humans are positively charged, so they tend to",0
469,a synapse is a,0
469,which statement about a magnet is true?,0
469,"after the transfer of electrons, the balloon becomes",0
470,types of friction include,1
470,"when you put on the brakes of your bike, the wheels stop turning. then friction between the wheels and the road slows your bike to a stop. which type of friction is this?",1
470,the resistance of the air against the parachute,0
470,"when you use your bike brakes, there is sliding friction between the",0
470,The resistance of water against your hand is,0
470,friction in a car is,0
471,sonar is used to determine the,1
471,you can calculate distance from speed and time with the equation,1
471,which of the following is true about ultrasound?,0
471,the distance from the ship to the submarine is,0
471,which of the following is a type of ultrasound?,0
471,ultrasound is used to,0
472,which statement about aromatic hydrocarbons is true?,1
472,which chemical formula represents an alkyne?,1
472,which of the following is true about carbon atoms?,0
472,which of the following is true about a molecule?,0
472,which of the following is a benzene?,0
472,carbon atoms with double or triple bonds are unable to bond with as many hydrogen,0
473,how does earths magnetic field protect the planet?,1
473,animals that use earths magnetic field for navigation include,1
473,what is the role of the sun in protecting Earths organisms from radiation?,0
473,energy is released in the form of,0
473,solar winds are,0
473,people use compasses to,0
474,"if you represent velocity with an arrow, the length of the arrow represents",1
474,The measure of both speed and direction is called,0
474,which formula is used for calculating average speed?,0
475,"if a velocity-time graph is horizontal, then velocity is",1
475,the changing velocity of a sprinter is represented by a,0
475,acceleration is represented by the,0
476,when light passes from one medium into another it may,1
476,what happens to light that strikes transparent matter?,1
476,matter is opaque if it,1
476,objects made of opaque materials include,0
476,the bottom of the window 1.4 is,0
476,the top panes of the window 1.4 are transparent because,0
476,the ripples in the water in the picture on the right cause,0
476,what part of the eye is reflected by the shutters?,0
476,why is this a good idea?,0
477,which structure controls the amount of light that enters the eye?,1
477,the membrane lining the back of the eye is the,1
477,what part of the brain interprets what we are seeing?,0
477,what would happen to the lens of the eye if it was concave instead of con,0
477,which of the following is true about the lens of the eye?,0
477,which of the following is true about rods?,0
478,"in myopia, images focus",1
478,"in hyperopia, the eyeball is",1
478,which of the following is a common vision problem?,0
478,which of the following is a way to improve focus?,0
478,what is the most common eye condition in a child?,0
478,which of the following is true about the retina?,0
479,all waves that travel through matter are called,1
479,the position of a particle of matter in the absence of a wave is called the,1
479,"when the energy of a wave passes through a medium, particles of the medium",0
479,mechanical waves travel through matter such as the fabric of a flag.,0
479,"the more energy a wave has, the farther the particles of the medium move.",0
479,"in a transverse wave, particles of the medium move up and down at right angles to",0
480,"when two waves pass through each other in opposite directions, the interference affects their",1
480,which of the following is true?,0
480,waves that are traveling in opposite directions may,0
481,the double-slit experiments showed that light,1
481,electromagnetic waves are,0
481,the frequency of a wave is the,0
482,speed can be calculated with the equation,1
482,"which equation correctly shows the relationship between wave speed, wavelength, and wave frequency?",1
482,"light always travels at the same speed, but it can have different frequencies and wavelengths. if the frequency of light decreases, its wavelength",1
482,how many ms does a wave have to move to form a wave?,0
482,What is the wavelength of a light source?,0
482,waves travel fastest through,0
482,wavelength increases when,0
482,"if you increase the wavelength of a wave, does the speed of the wave increase as",0
482,which of the following is a way to get a picture of a sand,0
483,"in a transverse wave, wavelength can be measured as the distance between",1
483,"in a longitudinal wave, wavelength can be measured as the distance between",1
483,which color of visible light has the most energy?,1
483,examples of transverse waves with shorter and longer wavelengths are shown in,0
483,the measurement of waves length is,0
483,"in a transverse wave, particles of the medium vibrate up and down at right angles",0
483,what is the amplitude of a wave?,0
483,Compressions occur when particles of a medium crowd together as the energy of the wave passes,0
483,short-wavelength waves have more energy than long-wavelength waves of the same ampli,0
484,examples of wedges include,1
484,a wedge,1
484,which of the following is true?,0
484,a wedge is a,0
484,what is an example of a wedge?,0
484,"a longer, thinner wedge has a greater mechanical advantage than a",0
485,which statement about a ferris wheel is true?,1
485,which of the following is a part of the axle?,0
485,the mechanical advantage of a machine is the factor by which the machine changes the input force.,0
486,the scientist who demonstrated in 1800 that earth is a magnet was,1
486,how do the lines of force move in earths magnetic field?,1
486,which of the following is true about the origin of the sandstone crater?,0
486,which of the following is true about the magnetic poles of the earth?,0
486,a seismograph,0
486,the north pole is located at,0
487,work is done when force is applied,1
487,you do more work lifting an object if the object is,1
487,force that is used to move an object is,0
487,what is the purpose of a basketball player?,0
487,work in physics is the use of,0
487,what is the problem with a teen studying?,0
488,The rate of erosion by gravity,1
488,Factors that increase the risk of landslides include,1
488,"When a rock falls from a cliff face, the agent of erosion is usually",1
488,Downhill creep,1
488,Mass movement can occur,1
488,Slump may be caused by,1
488,A slump is the sudden,1
488,Creep usually takes place where the ground,1
488,Mass movement may be caused when,1
488,the most destructive types of mass movement include,0
488,a landslide is caused by,0
488,shaking causes,0
488,a landslide occurs when a large amount of soil and rock suddenly falls down,0
488,how does the synapse of a molecule react to light?,0
488,Which of the following is a type of mass movement?,0
488,The material in a building is,0
488,a mudslide,0
488,a mudslide is a,0
488,creep is caused by,0
488,Creep is the slow movement of rock and soil down a hillside.,0
488,which of the following is a method of determining the amount of energy needed to produce electricity,0
488,a mudslide is,0
488,a landslide is more likely if the soil has become wet from,0
488,the slow moving ground causes,0
488,mudslides occur when the soil is,0
488,wet clay forms,0
488,a river undercuts a slope.,0
489,Factors that contributed to the Dust Bowl included,1
489,The main cause of soil erosion is,1
489,Farming practices that increase soil erosion include,1
489,Grazing animals that are likely to leave the soil bare include,1
489,Human actions that increase the risk of soil loss include,1
489,what is the most likely cause of soil erosion?,0
489,what is the role of roots in soil?,0
489,Bare soil is exposed to,0
489,which of the following is a possible cause of soil erosion?,0
489,examples of which of the following are shown in Figure 19.4?,0
489,the soil in a desert is bare and easily eroded by,0
489,human actions that can increase soil erosion are,0
489,what is the best way to protect the soil?,0
489,what was the first step in preventing weeds from growing?,0
489,what is the role of agriculture in the environment?,0
490,most tsunami are caused by,1
490,the 2004 boxing day tsunami killed people all around this ocean basin,1
490,the magnitude of the earthquake that caused the boxing day tsunami of 2004 was,1
490,"in japan in 2011, a tsunami in that followed an offshore earthquake",1
490,why wasnt there a tsunami warning system in the indian ocean in 2004?,1
490,why didnt the tsunami warning system in the pacific ocean save more lives in the japan tsunami of 2011?,1
490,what was the warning that people on Tillys beach had?,0
490,people were evacuated along many,0
490,a warning system has been in effect around the pacific ocean for,0
490,about how many people died in eight countries?,0
490,the tsunami that hit the island nation,0
490,the deadliest of all time was the,0
490,the damage to nuclear power plants along the northeastern coast was,0
490,which of the following was the cause of the nuclear disaster?,0
490,waves in some regions topped,0
490,the 2011 tohoku earthquake,0
490,the quake that struck Sumatra,0
490,which of the following is a list of countries that were most affected by the 2004 Boxing,0
491,What explains the phenomenon that Hubble discovered?,1
491,Scientists believe dark energy can explain what phenomenon?,1
491,The farther away a galaxy is,1
491,According to the Big Bang theory,1
491,"From our point of view in the Milky Way Galaxy, all other galaxies in the universe appear to be",1
491,"After the big bang occurred, the universe",1
491,Most scientists who study dark matter think that it is,1
491,Scientists recently discovered that the universe,1
491,what is the name of the new research that could help scientists?,0
491,the ice cap on the atlantic ocean,0
491,a star is,0
491,scientists think that stars and galaxies make up only a small part of the matter,0
491,what is the most likely source of the uranium?,0
491,astronomers have discovered that the universe is expanding,0
491,how do astronomers measure the rotation of spiral galaxies?,0
491,Hubble measured the distances to,0
491,Dark matter could be,0
491,most scientists think that ordinary matter is less than,0
491,dark energy makes up,0
491,"if there are black holes in the atmosphere, they might",0
491,"if two people are moving apart, they must have",0
491,what is the first element to form?,0
491,the universe is expanding because,0
491,a molecule that affects the motion of objects around it is,0
492,Ways that minerals form include,1
492,Water plus other substances is a(n),1
492,Dissolved elements in water can form,1
492,Hot fluids,1
492,"When water evaporates, any dissolved elements are left behind as mineral deposits. The amount of minerals deposited",1
492,"As the water in a solution evaporates,",1
492,Underground water is heated by,1
492,"In a water solution, dissolved elements",1
492,Which type of feature may form in open spaces inside rocks?,1
492,Melted rock that erupts on to Earths surface is called,1
492,what is the main difference between a sand and a phosphorus?,0
492,"When you are on vacation at the beach, you are",0
492,which of the following is true about fresh water?,0
492,most water on earth contains elements.,0
492,"when a mineral fills cracks in rocks, the deposits are called",0
492,the limestone towers in the figure are mostly made of,0
492,The elements in a saline solution,0
492,"when magma erupts onto earths surface, it is known as",0
492,"when water evaporates, it leaves behind a solid layer of minerals.",0
492,which of the following is a mineral that precipitates out of water?,0
492,what is the purpose of wearing flip-flops?,0
492,the calcite rock is deposited in,0
492,what is the chemical formula for a solution?,0
492,a sandstone deposit is,0
492,which of the following is true?,0
492,magma can be hotter than,0
492,water can only hold a certain amount of,0
492,Geodes are,0
492,hot water can hold more dissolved particles than,0
492,the alkaline lake is,0
493,Seismic waves travel,1
493,The lithosphere is,1
493,Scientists know that Earths core is metal because of,1
493,"Compared to continental crust, oceanic crust",1
493,Heat in the mantle moves by,1
493,"Compared with the other layers of Earth, the crust is very",1
493,Seismic waves reveal information about Earths interior because they travel,1
493,"Compared to oceanic crust, continental crust is",1
493,Earths magnetic field is created by movements in Earths,1
493,The consistency of the asthenosphere is most like,1
493,what is the science behind the discovery of a new molecule?,0
493,which of the following is a major rock type?,0
493,The crust of the earth is made of,0
493,geologists study earthquake waves to see,0
493,the outer core of the earth is,0
493,a solid that can flow is like,0
493,the oceanic crust is,0
493,the polar ice cores are,0
493,Continental crust is made up of,0
493,the ocean floor is covered by,0
493,what is the purpose of the earths interior?,0
493,the upper mantle contains the,0
493,which of the following is true?,0
493,the core of the earth is made of,0
493,heat flows from warmer objects to cooler objects through the process of,0
493,the location where warm mantle material is rising is,0
493,the spherical axis is,0
493,The axis of the axis of the axis is,0
493,meteorites formed in the early solar system.,0
493,Oceanic crust is made of,0
494,"Before echo sounders, scientists thought topography of the seafloor",1
494,"At a time of reversed magnetic polarity, the north and south poles are",1
494,"Before World War II, people thought the seafloor",1
494,Echo sounders were first developed to,1
494,The deepest place on Earth is,1
494,Reversed polarity means that the north and south magnetic poles are,1
494,New seafloor forms at,1
494,the hot magma that forms in the lava erupts as,0
494,the seafloor was discovered by,0
494,geologists say that when the north and south poles are aligned as they are now,0
494,which of the following is true?,0
494,the oldest rocks on earth are,0
494,the goal of the racial warfare team was,0
494,the first ocean floor maps,0
494,the sandstone cliffs were used to,0
494,the seafloor is destroyed in a relatively short time.,0
494,scientists were surprised to find huge mountains and deep trenches when they mapped the seafloor,0
494,volcanoes can be located,0
494,the rocks on a ridge,0
494,which of the following is true?,0
494,what is the cause of seafloor formation at the ridge crest?,0
495,The only place where the mid-Atlantic ridge is above sea level is,1
495,Volcanoes form at,1
495,Many volcanoes are located,1
495,Examples of volcanic arcs that formed at convergent plate boundaries include the,1
495,About how many hot spots have scientists identified on Earth?,1
495,Which U.S. state formed over a hot spot in an oceanic plate?,1
495,"when mantle gets close enough to the surface,",0
495,hot spots lie directly above a,0
495,a rift valley will eventually create a new mid-ocean ridge.,0
495,hot spots are found within,0
495,the hot spot in yellowstone is an example of a continental hot spot.,0
495,a line of volcanoes can form at,0
495,Scientists count about how many hot spots on the earth.,0
495,the hot spot in hawaii has been active for,0
495,which of the following is true about subduction plates?,0
495,which of the following is an example of a volcanic arc on oceanic crust?,0
495,volcanic activity is at,0
495,the east pacific rise,0
496,Lava that is fluid and flows easily creates,1
496,The opening in the top of a composite volcano is a,1
496,Cinder cones usually grow,1
496,A composite volcano has layers of,1
496,A caldera is created by,1
496,Composite and shield volcanoes differ in their,1
496,Composite volcanoes are also called,1
496,A shield volcano,1
496,A caldera forms when a,1
496,Cinder cones are composed mainly of,1
496,A supervolcano,1
496,the slopes of a volcano are,0
496,which of the following is a characteristic of volcanic eruptions?,0
496,which of the following is a characteristic of a volcano?,0
496,the result of the lava flows in the atlantic ocean was,0
496,the lava flows from the volcano into the ocean from the lava flows to the ocean.,0
496,the material that falls back down near the vent is,0
496,Cinder cones are made of,0
496,most composite and shield volcanoes have,0
496,which of the following is true about the magma chambers?,0
496,which of the following is true about the cinders?,0
496,the pacific ring of fire is dotted by,0
496,what was the size of a supervolcano?,0
496,Cinder cones are the smallest and most common type of volcano.,0
496,ash and pyroclasts,0
496,volcanic winters are caused by,0
496,"During an eruption,",0
496,Cinder cones,0
496,Cinder cones usually have a crater at the summit.,0
496,Shield volcanoes often form along,0
496,which of the following is a type of caldera?,0
496,a super eruption in colombia produced over,0
496,a shield volcano,0
497,how can loggers reduce the amount of soil erosion?,1
497,the best way to fertilize soil is to,1
497,"to reduce erosion in cities,",1
497,which of the following is a strategy for preventing erosion?,0
497,what is the best way to avoid soil erosion?,0
497,what are some of the things that individuals can implement locally?,0
497,where does water come from?,0
497,slopes that are sloped can be,0
497,which of the following is a harmful practice?,0
498,"early in the cenozoic, blocks of crust uplifted to make this mountain range.",1
498,subduction off of the pacific northwest creates this mountain range.,1
498,"when the east pacific rise subducted beneath north america,",1
498,africa collided with ____________ to create the alps.,1
498,"when plate motions separated australia and antarctica,",1
498,"when antarctica drifted over the south polar region,",1
498,much of human evolution took place during the,1
498,the san andreas fault is formed by,0
498,"early in the cenozoic, blocks of crust uplifted to form the",0
498,the afro-atlantic ice sheet was,0
498,the pleistocene ice ages guided the evolution of life in the,0
498,the climate began to cool again in the late,0
498,the geological situation of the cenozoic is described in,0
498,the farallon plate,0
498,the paleogeography of the era was,0
498,"during the oligocene, antarctica began to grow a permanent",0
498,which of the following is a way to get a picture of a sand,0
498,the east pacific rise,0
498,the basin and range province,0
498,the Cascades volcanic arc formed in,0
498,the fault that splits Baja California from mainland Mexico is,0
499,chemical weathering,1
499,which of these is a metal oxide?,1
499,the acid in normal (non-polluted) rainwater comes from,1
499,oxidation is common because,1
499,how does a water molecule dissolve rock?,1
499,how can plants cause chemical weathering?,1
499,what is the most remarkable thing about water?,0
499,which of the following is a human impact on earths systems?,0
499,which of the following is a compound that dissolves rocks?,0
499,the minerals in the rock that formed in the sandstone crater are,0
499,chemical weathering occurs when,0
499,which statement about water is true?,0
499,which of the following is true about clay?,0
499,"water can dissolve some minerals, such as",0
499,which of the following is a mechanism that may increase the rate of chemical weathering?,0
499,which of the following is true about plants?,0
499,"when rocks are uplifed onto earths surface, they are at",0
499,a water molecule has a chemical formula of,0
500,how do clouds have an influence on weather?,1
500,clouds are classified by,1
500,clouds form when air reaches its dew point. this happens when,1
500,which of the following is true?,0
500,"when humid air near the ground cools below its dew point, fog is formed.",0
500,which city is famous for its summertime advection fog?,0
500,middle clouds may be made of,0
500,the state of california is experiencing,0
500,which of the following is a measure of humidity?,0
501,what makes up 99% of the atmosphere?,1
501,humidity is how much of this is in the air.,1
501,"when water vapor turns into a cloud, it is doing this process.",1
501,"generally, humidity is highest",1
501,what do greenhouse gases in the atmosphere do?,1
501,which of the following is a minor component of the atmosphere?,0
501,the proportions of gases in the atmosphere are,0
501,which of the following is true about the equatorial regions?,0
501,which of the following is true about greenhouse gases?,0
501,which of the following is a rule of thumb for air conditioning?,0
501,which of the following is a component of the atmosphere?,0
501,what is the role of particles in water vapor?,0
501,a summer day in a city with high humidity is,0
501,what is the most important element in the atmosphere?,0
501,Humidity varies from place to place and season to season.,0
502,scientists hypothesize the existence of dark matter because,1
502,this much of the universe is made up of dark matter.,1
502,what does dark energy do?,1
502,dark matter is,1
502,dark matter is a,0
502,what is the largest part of the universe?,0
502,matter made up a large portion of the universe at the start of the universe.,0
502,a spherical axis is a,0
502,"to explain strong gravitational lensing, more matter than is observed must be present.",0
502,dark matter emits no electromagnetic radiation.,0
502,dark matter is,0
502,dark matter is a combination of,0
503,_______________ happens at a divergent plate boundary to break up a continent.,1
503,"when a continent first starts to break apart,",1
503,the atlantic ocean has these two types of plates moving apart.,1
503,why is baja california splitting away from mainland mexico?,1
503,the red sea basin was created by,1
503,Baja California is located in,0
503,"in the figure 1.1, seafloor spreading is",0
503,the pacific northwest is located where,0
503,the gulf of california will,0
503,volcanic activity has caused,0
503,which of these is a transition boundary?,0
503,the ocean is a body of water called,0
503,the final stage of rifting is,0
503,which of the following is a land mass?,0
503,what is the boundary of the pacific plate?,0
504,the earthquakes initial point where the rocks rupture in the crust.,1
504,"the theory that stress builds up in rocks until they can no longer bend so they break, causing an earthquake is",1
504,scientists call the energy from earthquakes,1
504,when stresses build on rocks they,1
504,a quake,0
504,which of the following is a way to get a picture of a sand,0
504,the epicenter is the,0
504,"in the vertical cross section of crust, the focus and the epicenter are",0
504,"stress builds on both sides of a fault, causing rocks to",0
504,"When the stresses become too great, the rocks",0
504,the initial point where rocks rupture in the crust is called the,0
504,the theory that describes how earthquakes occur is called,0
505,what can make an earthquake deadly?,1
505,what was the main reason for the increase of damage and fatalities of the 1960 chilean earthquake?,1
505,mexico city is built in an old lakebed so the large quake there in 1985 caused,1
505,what about ground shaking kills people in an earthquake?,1
505,"a modified mercalli intensity scale is best for city planners because, before choosing the site of a new hospital, they need to know",1
505,fires that follow an earthquake can cause more deaths than the earthquake itself.,0
505,"When a structure falls on a building, people are killed.",0
505,which of the following is a way to get a picture of a sand,0
505,Type of soil is,0
505,Sediments that are saturated with water undergo liquefaction and become like,0
